Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Cycling,2020-04-11 08:18:35,false,"Norrköping Cycling","20.79","176","01:00:03","92","115","1.0","--","--","20.8","35.8","64","74","0.00","0.0","0.0","0.0","0.0","0.0","1:00:03","0:00","0.0","0:00","No","02:50.01","5","0.0"
Cycling,2020-04-10 16:05:28,false,"Norrköping Cycling","20.28","475","00:59:46","141","162","2.7","--","--","20.4","35.5","77","95","0.00","0.0","0.0","0.0","0.0","0.0","59:46","0:00","0.0","0:00","No","01:01.49","5","0.0"
Running,2020-04-08 15:50:02,false,"Norrköping Running","12.57","499","00:50:01","162","176","3.7","174","188","3:59","3:05","303","309","1.45","0.0","0.0","0.0","0.0","0.0","50:01","0:00","0.0","0:00","No","50:00.92","1","0.0"
Running,2020-04-06 17:30:25,false,"Norrköping Running","7.06","348","00:40:07","151","171","3.1","169","191","5:41","4:47","38","39","1.04","0.0","0.0","0.0","0.0","0.0","40:07","0:00","0.0","0:00","No","40:06.98","1","0.0"
Cycling,2020-04-05 09:51:38,false,"Norrköping Cycling","91.75","853","04:10:58","104","162","1.8","--","--","21.9","49.8","421","413","0.00","0.0","0.0","0.0","0.0","0.0","4:10:58","0:00","0.0","0:00","No","06:23.22","19","0.0"
Cycling,2020-04-03 17:18:05,false,"Norrköping Cycling","27.39","730","01:16:33","167","186","4.2","--","--","21.5","40.7","129","124","0.00","0.0","0.0","0.0","0.0","0.0","1:16:33","0:00","0.0","0:00","No","08:12.34","6","0.0"
Cycling,2020-04-01 18:49:24,false,"Norrköping Cycling","3.60","105","00:11:13","156","177","2.2","--","--","19.3","28.3","10","19","0.00","0.0","0.0","0.0","0.0","0.0","11:13","0:00","0.0","0:00","No","11:13.17","1","0.0"
Running,2020-04-01 17:47:01,false,"Norrköping Running","6.33","467","00:40:03","184","208","5.0","166","177","6:20","5:24","59","61","0.95","0.0","0.0","0.0","0.0","0.0","40:03","0:00","0.0","0:00","No","40:02.90","1","0.0"
Cycling,2020-04-01 17:26:21,false,"Norrköping Cycling","4.98","156","00:17:17","148","170","2.5","--","--","17.3","27.2","40","13","0.00","0.0","0.0","0.0","0.0","0.0","17:17","0:00","0.0","0:00","No","17:17.13","1","0.0"
Cycling,2020-03-31 07:14:48,false,"Norrköping Cycling","21.78","614","01:03:54","156","185","3.7","--","--","20.5","35.4","86","74","0.00","0.0","0.0","0.0","0.0","0.0","1:03:54","0:00","0.0","0:00","No","04:39.99","5","0.0"
Cycling,2020-03-30 16:22:33,false,"Norrköping Cycling","21.40","621","01:01:21","162","185","3.8","--","--","20.9","32.4","1,143","1,156","0.00","0.0","0.0","0.0","0.0","0.0","1:01:21","0:00","0.0","0:00","No","04:13.77","5","0.0"
Running,2020-03-26 17:48:14,false,"Eksjö Running","6.80","439","00:40:31","172","191","3.8","170","244","5:57","4:24","10","9","0.99","0.0","0.0","0.0","0.0","0.0","40:31","0:00","0.0","0:00","No","00:40.69","9","0.0"
Cycling,2020-03-25 09:14:01,false,"Eksjö Cycling","11.12","236","00:30:13","136","151","2.0","--","--","22.1","32.5","14","15","0.00","0.0","0.0","0.0","0.0","0.0","30:13","0:00","0.0","0:00","No","02:57.73","3","0.0"
Running,2020-03-23 10:00:01,false,"Eksjö Running","4.79","260","00:30:02","144","161","2.4","168","237","6:16","5:26","66","65","0.95","0.0","0.0","0.0","0.0","0.0","30:02","0:00","0.0","0:00","No","30:01.99","1","0.0"
Running,2020-03-10 07:04:40,false,"Norrköping Running","9.14","306","00:55:05","123","156","1.4","173","181","6:02","5:21","23","24","0.96","0.0","0.0","0.0","0.0","0.0","55:05","0:00","0.0","0:00","No","55:05.33","1","0.0"
Running,2020-03-09 20:40:43,false,"Norrköping Running","5.15","299","00:30:01","166","179","3.2","170","185","5:49","3:50","11","28","1.01","0.0","0.0","0.0","0.0","0.0","30:01","0:00","0.0","0:00","No","00:15.00","22","0.0"
Running,2020-03-09 20:14:19,false,"Norrköping Running","4.59","225","00:25:18","156","171","2.8","172","187","5:31","4:04","45","19","1.05","0.0","0.0","0.0","0.0","0.0","25:18","0:00","0.0","0:00","No","00:15.00","22","0.0"
Running,2020-03-07 11:59:47,false,"Linkoping Running","10.12","579","01:01:11","164","187","4.0","168","183","6:03","4:57","44","74","0.99","0.0","0.0","0.0","0.0","0.0","1:01:11","0:00","0.0","0:00","No","01:01:11.48","1","0.0"
Running,2020-03-06 18:06:29,false,"Norrköping Running","10.45","767","01:00:02","190","206","5.0","170","185","5:45","5:01","84","55","1.02","0.0","0.0","0.0","0.0","0.0","1:00:02","0:00","0.0","0:00","No","01:00:02.12","1","0.0"
Running,2020-03-05 18:02:38,false,"Norrköping Running","10.61","571","01:03:02","153","167","3.4","173","183","5:57","4:47","20","47","0.98","0.0","0.0","0.0","0.0","0.0","1:03:02","0:00","0.0","0:00","No","01:03:02.35","1","0.0"
Running,2020-03-04 17:54:05,false,"Norrköping Running","14.10","933","01:24:41","174","194","5.0","170","181","6:00","5:17","61","44","0.98","0.0","0.0","0.0","0.0","0.0","1:24:41","0:00","0.0","0:00","No","01:24:40.77","1","0.0"
Running,2020-03-02 18:56:29,false,"Norrköping Running","10.28","621","01:00:01","164","202","4.5","170","177","5:50","5:24","33","46","1.01","0.0","0.0","0.0","0.0","0.0","1:00:01","0:00","0.0","0:00","No","01:00:01.44","1","0.0"
Running,2020-03-01 11:34:57,false,"Kristianstad Running","1.73","110","00:11:06","163","173","2.3","169","179","6:24","5:37","5","8","0.92","0.0","0.0","0.0","0.0","0.0","11:06","0:00","0.0","0:00","No","11:06.04","1","0.0"
Running,2020-03-01 10:28:52,false,"Kristianstad Running","9.28","585","00:53:54","169","196","4.5","168","248","5:49","4:35","26","28","1.03","0.0","0.0","0.0","0.0","0.0","53:54","0:00","0.0","0:00","No","53:54.22","1","0.0"
Running,2020-03-01 09:59:54,false,"Kristianstad Running","2.80","179","00:16:28","166","184","3.0","168","249","5:53","5:12","--","--","1.01","0.0","0.0","0.0","0.0","0.0","16:28","0:00","0.0","0:00","No","16:28.47","1","0.0"
Running,2020-02-29 11:53:34,false,"Kristianstad Running","2.48","160","00:15:22","158","174","2.7","168","177","6:12","5:32","6","6","0.96","0.0","0.0","0.0","0.0","0.0","15:22","0:00","0.0","0:00","No","15:21.95","1","0.0"
Running,2020-02-29 11:19:31,false,"Kristianstad Running","4.91","302","00:29:38","155","177","3.4","165","243","6:02","3:35","11","14","1.00","0.0","0.0","0.0","0.0","0.0","29:38","0:00","0.0","0:00","No","29:37.99","1","0.0"
Running,2020-02-29 10:59:04,false,"Kristianstad Running","2.70","133","00:15:51","135","167","2.1","171","181","5:52","3:57","--","5","1.00","0.0","0.0","0.0","0.0","0.0","15:51","0:00","0.0","0:00","No","15:50.61","1","0.0"
Running,2020-02-26 16:16:57,false,"Norrköping Running","10.61","701","01:00:30","168","193","5.0","172","182","5:42","4:57","28","37","1.02","0.0","0.0","0.0","0.0","0.0","1:00:30","0:00","0.0","0:00","No","03:53.36","11","0.0"
Running,2020-02-24 19:07:05,false,"Norrköping Running","9.92","491","00:54:34","145","185","3.4","174","187","5:30","4:16","38","35","1.04","0.0","0.0","0.0","0.0","0.0","54:34","0:00","0.0","0:00","No","04:26.70","10","0.0"
Running,2020-02-23 08:33:29,false,"Norrköping Running","10.05","503","01:00:01","141","174","3.0","172","183","5:58","4:59","71","68","0.97","0.0","0.0","0.0","0.0","0.0","1:00:01","0:00","0.0","0:00","No","00:20.50","11","0.0"
Running,2020-02-21 14:51:20,false,"Norrköping Running","16.19","1,139","01:35:02","174","194","5.0","171","193","5:52","4:16","96","101","1.00","0.0","0.0","0.0","0.0","0.0","1:35:02","0:00","0.0","0:00","No","01:04.79","17","0.0"
Running,2020-02-19 15:36:26,false,"Norrköping Running","9.55","780","01:00:01","170","188","5.0","168","193","6:17","4:09","77","76","0.95","0.0","0.0","0.0","0.0","0.0","1:00:01","0:00","0.0","0:00","No","00:39.85","12","0.0"
Running,2020-02-18 06:54:03,false,"Norrköping Running","8.53","429","00:50:11","135","151","2.3","173","181","5:53","5:08","36","32","0.98","0.0","0.0","0.0","0.0","0.0","50:11","0:00","0.0","0:00","No","02:56.41","9","0.0"
Running,2020-02-17 07:01:09,false,"Norrköping Running","10.30","283","01:00:02","116","137","1.4","172","179","5:50","4:18","43","42","1.00","0.0","0.0","0.0","0.0","0.0","1:00:02","0:00","0.0","0:00","No","01:43.36","11","0.0"
Running,2016-02-17 19:51:09,false,"Lokev Löpning","3.43","163","00:42:26","--","--","--","--","--","12:21","4:54","103","103","0.00","0.0","0.0","0.0","0.0","0.0","42:26","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-17 10:36:05,false,"Dutovlje Löpning","6.40","352","00:51:51","--","--","--","--","--","8:06","3:27","27","34","0.00","0.0","0.0","0.0","0.0","0.0","51:51","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-17 10:10:51,false,"Dutovlje Löpning","2.84","161","00:20:36","--","--","--","--","--","7:16","4:35","55","59","0.00","0.0","0.0","0.0","0.0","0.0","20:36","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-16 10:27:25,false,"Dutovlje Löpning","7.59","440","00:59:30","--","--","--","--","--","7:51","3:26","41","41","0.00","0.0","0.0","0.0","0.0","0.0","59:30","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-16 10:10:17,false,"Dutovlje Löpning","1.79","96","00:14:38","--","--","--","--","--","8:11","4:18","36","37","0.00","0.0","0.0","0.0","0.0","0.0","14:38","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-15 15:10:10,false,"Dutovlje Löpning","10.21","515","01:28:19","--","--","--","--","--","8:39","4:16","178","180","0.00","0.0","0.0","0.0","0.0","0.0","1:28:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-15 15:04:35,false,"Dutovlje Löpning","0.89","52","00:05:19","--","--","--","--","--","6:00","4:08","15","9","0.00","0.0","0.0","0.0","0.0","0.0","5:19","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-15 10:09:23,false,"Dutovlje Löpning","6.93","352","01:05:01","--","--","--","--","--","9:23","4:24","150","155","0.00","0.0","0.0","0.0","0.0","0.0","1:05:01","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-13 15:31:39,false,"Nacka Löpning","5.88","290","00:50:00","--","--","--","--","--","8:31","5:18","94","95","0.00","0.0","0.0","0.0","0.0","0.0","50:00","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-13 09:56:00,false,"Nacka Löpning","11.08","642","01:14:42","--","--","--","--","--","6:45","0:18","158","152","0.00","0.0","0.0","0.0","0.0","0.0","1:14:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-12 13:12:03,false,"Skarpnäck Löpning","8.89","559","00:53:55","--","--","--","--","--","6:04","0:58","54","55","0.00","0.0","0.0","0.0","0.0","0.0","53:55","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-10 19:04:56,false,"Bagarmossen Löpning","8.09","455","00:58:42","--","--","--","--","--","7:15","3:45","109","113","0.00","0.0","0.0","0.0","0.0","0.0","58:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-10 18:35:46,false,"Skarpnäck Löpning","3.19","199","00:19:22","--","--","--","--","--","6:05","0:20","20","21","0.00","0.0","0.0","0.0","0.0","0.0","19:22","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-09 17:34:58,false,"Skogås Löpning","15.28","877","02:00:01","--","--","--","--","--","7:51","0:30","239","241","0.00","0.0","0.0","0.0","0.0","0.0","2:00:01","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-08 18:02:49,false,"Saltsjö-Duvnäs Löpning","9.07","560","01:00:11","--","--","--","--","--","6:38","13:11","138","127","0.00","0.0","0.0","0.0","0.0","0.0","1:00:11","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-07 13:23:53,false,"Enskede Löpning","0.75","46","00:05:14.8","--","--","--","--","--","6:58","5:19","3","--","0.00","0.0","0.0","0.0","0.0","0.0","5:14.8","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-07 12:18:52,false,"Enskede Löpning","2.05","113","00:24:16","--","--","--","--","--","11:51","2:46","3","6","0.00","0.0","0.0","0.0","0.0","0.0","24:16","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-07 11:44:12,false,"Enskede Löpning","2.56","158","00:15:37","--","--","--","--","--","6:06","4:10","10","10","0.00","0.0","0.0","0.0","0.0","0.0","15:37","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-06 14:52:39,false,"Skarpnäck Löpning","6.49","332","00:57:57","--","--","--","--","--","8:56","2:30","91","90","0.00","0.0","0.0","0.0","0.0","0.0","57:57","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-06 12:30:57,false,"Bandhagen Löpning","2.94","181","00:30:56","--","--","--","--","--","10:31","0:45","16","21","0.00","0.0","0.0","0.0","0.0","0.0","30:56","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-06 11:06:54,false,"Skarpnäck Löpning","3.55","228","00:22:46","--","--","--","--","--","6:24","0:29","34","36","0.00","0.0","0.0","0.0","0.0","0.0","22:46","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2016-02-04 18:21:29,false,"Nacka Löpning","10.31","598","01:09:56","--","--","--","--","--","6:47","3:21","116","118","0.00","0.0","0.0","0.0","0.0","0.0","1:09:56","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2015-12-01 18:30:09,false,"Hägersten Löpning","7.54","417","00:58:34","--","--","--","--","--","7:46","3:09","105","111","0.00","0.0","0.0","0.0","0.0","0.0","58:34","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-10-15 23:32:54,false,"Untitled","0.00","--","00:00:03.7","--","--","--","--","--","--","21:03","--","--","0.00","0.0","0.0","0.0","0.0","0.0","0:03.7","0:00","0.0","0:00","No","00:00.00","--","0.0"
Running,2014-10-14 18:12:21,false,"Untitled","8.29","482","00:57:42","--","--","--","--","--","6:58","2:58","78","78","0.00","0.0","0.0","0.0","0.0","0.0","57:42","0:00","0.0","0:00","No","00:00.00","--","0.0"
